"iso3","gpi","Year","pop","area"
"BHR",2.6657198917456,2013,1257.203,"Northern Africa and Western Asia"
"BIH",1.88768606224628,2013,3610.859,"Europe and North America"
"BLR",2.48311907983762,2013,9464.453,"Europe and North America"
"BOL",2.28220568335589,2013,10682.6075,"Latin America and the Caribbean"
"BRA",2.76699864682003,2013,198478.2995,"Latin America and the Caribbean"
"BTN",1.77966847090663,2013,725.273000000001,"Central and Southern Asia"
"BWA",2.21715155615697,2013,2140.6825,"Sub-Saharan Africa"
"CAF",3.27670230040595,2013,4642.419,"Sub-Saharan Africa"
"CAN",1.47503382949932,2013,35293.4325,"Europe and North America"
"CHE",1.23179972936401,2013,8091.202,"Europe and North America"
"CHL",2.01765899864682,2013,17687.0065,"Latin America and the Caribbean"
"CHN",2.4338349120433,2013,1379008.0405,"Eastern Asia"
"CIV",2.8269648173207,2013,23939.7755,"Sub-Saharan Africa"
"CMR",2.4222598105548,2013,21402.376,"Sub-Saharan Africa"
"COD",3.51340460081191,2013,75789.395,"Sub-Saharan Africa"
"COG",2.57767253044655,2013,4857.099,"Sub-Saharan Africa"
"COL",3.10304736129905,2013,46151.5845,"Latin America and the Caribbean"
"CRI",2.07872124492558,2013,4716.147,"Latin America and the Caribbean"
"CUB",2.49607577807848,2013,11298.1675,"Latin America and the Caribbean"
"CYP",1.66904600811908,2013,1183.895,"Northern Africa and Western Asia"
"CZE",1.58653585926928,2013,10511.1625,"Europe and North America"
"DEU",1.54719215155616,2013,81041.5815,"Europe and North America"
"DJI",2.35844654939107,2013,984.8245,"Sub-Saharan Africa"
"DNK",1.21826792963464,2013,5615.3325,"Europe and North America"
"DOM",2.72608254397835,2013,10193.8325,"Latin America and the Caribbean"
"DZA",2.57473207036536,2013,38414.1715,"Northern Africa and Western Asia"
"ECU",2.51450202976996,2013,15807.1275,"Latin America and the Caribbean"
"EGY",3.15011772665765,2013,95333.553,"Northern Africa and Western Asia"
"ERI",3.09377537212449,2013,3074.3605,"Sub-Saharan Africa"
"ESP",1.90930311231394,2013,46860.389,"Europe and North America"
"EST",1.83579161028417,2013,1317.9195,"Europe and North America"
"ETH",2.68425169147497,2013,98438.751,"Sub-Saharan Africa"
"FIN",1.28809201623816,2013,5439.053,"Europe and North America"
"FRA",1.68565629228687,2013,64387.734,"Europe and North America"
"GAB",2.31627198917456,2013,1913.0585,"Sub-Saharan Africa"
"GBR",1.64468876860622,2013,64389.388,"Europe and North America"
"GEO",2.53682949932341,2013,3809.125,"Northern Africa and Western Asia"
"GHA",2.19718132611637,2013,27386.1925,"Sub-Saharan Africa"
"GIN",2.72150879566982,2013,11191.873,"Sub-Saharan Africa"
"GMB",2.48399864682003,2013,2103.8195,"Sub-Saharan Africa"
"GNB",2.41664411366712,2013,1695.973,"Sub-Saharan Africa"
"GNQ",2.12699594046008,2013,1346.218,"Sub-Saharan Africa"
"GRC",2.31177266576455,2013,10967.5405,"Europe and North America"
"GTM",2.75242895805142,2013,15387.3375,"Latin America and the Caribbean"
"GUY",2.7238051420839,2013,750.0215,"Latin America and the Caribbean"
"HND",2.75076048714479,2013,8889.2775,"Latin America and the Caribbean"
"HRV",1.72743572395129,2013,4242.3975,"Europe and North America"
"HTI",2.4112652232747,2013,10222.3625,"Latin America and the Caribbean"
"HUN",1.55439783491204,2013,9889.3465,"Europe and North America"
"IDN",2.10209742895805,2013,255852.4665,"South-Eastern Asia"
"IND",2.66161840324763,2013,1295829.5105,"Central and Southern Asia"
"IRL",1.45422868741543,2013,4624.6865,"Europe and North America"
"IRN",2.75798240866035,2013,80414.6855,"Central and Southern Asia"
"IRQ",3.68940595399188,2013,35281.989,"Northern Africa and Western Asia"
"ISL",1.20385656292287,2013,323.8855,"Europe and North America"
"ISR",2.52337077131259,2013,7749.379,"Northern Africa and Western Asia"
"ITA",2.04908660351827,2013,60653.8685,"Europe and North America"
"JAM",2.8595399188092,2013,2783.687,"Latin America and the Caribbean"
"JOR",2.16681326116373,2013,7991.809,"Northern Africa and Western Asia"
"JPN",1.23545331529093,2013,127723.6455,"Eastern Asia"
"KAZ",2.58247631935047,2013,17556.502,"Central and Southern Asia"
"KEN",2.82672665764547,2013,44986.7905,"Sub-Saharan Africa"
"KGZ",2.65333829499323,2013,5797.2895,"Central and Southern Asia"
"KHM",2.43540866035183,2013,15170.2075,"South-Eastern Asia"
"KOR",1.39590663058187,2013,50071.1645,"Eastern Asia"
"KWT",1.84847767253045,2013,3507.746,"Northern Africa and Western Asia"
"LAO",2.03937753721245,2013,6611.3845,"South-Eastern Asia"
"LBN",2.51043843031123,2013,5743.4365,"Northern Africa and Western Asia"
"LBR",2.23778755074425,2013,4470.2385,"Sub-Saharan Africa"
"LBY",2.85110825439784,2013,6304.6285,"Northern Africa and Western Asia"
"LKA",2.60286062246279,2013,21358.827,"Central and Southern Asia"
"LSO",2.38328822733424,2013,2056.504,"Sub-Saharan Africa"
"LTU",2.07330852503383,2013,2958.3605,"Europe and North America"
"LVA",2.24722598105548,2013,2013.01,"Europe and North America"
"MAR",2.33933288227334,2013,33787.571,"Northern Africa and Western Asia"
"MDA",2.3617050067659,2013,3408.7375,"Europe and North America"
"MDG",2.21761840324763,2013,24109.2905,"Sub-Saharan Africa"
"MEX",3.45316102841678,2013,118343.573,"Latin America and the Caribbean"
"MKD",2.10991204330176,2013,2013.28,"Europe and North America"
"MLI",2.84285926928281,2013,17459.615,"Sub-Saharan Africa"
"MMR",2.64497699594046,2013,50262.6575,"South-Eastern Asia"
"MNE",2.21072395128552,2013,633.2025,"Europe and North America"
"MNG",2.53535182679296,2013,2851.8805,"Eastern Asia"
"MOZ",2.0393098782138,2013,25051.611,"Sub-Saharan Africa"
"MRT",2.45587956698241,2013,3734.3185,"Sub-Saharan Africa"
"MUS",2.03863328822733,2013,1290.9835,"Sub-Saharan Africa"
"MWI",2.13602841677943,2013,16161.8155,"Sub-Saharan Africa"
"MYS",1.88741542625169,2013,30174.2645,"South-Eastern Asia"
"NAM",2.39753044654939,2013,2252.5075,"Sub-Saharan Africa"
"NER",2.46680243572395,2013,18519.8985,"Sub-Saharan Africa"
"NGA",3.54678349120433,2013,181049.443,"Sub-Saharan Africa"
"NIC",2.3117050067659,2013,5983.8445,"Latin America and the Caribbean"
"NLD",1.46197564276049,2013,16967.063,"Europe and North America"
"NOR",1.40778078484438,2013,5080.1245,"Europe and North America"
"NPL",2.60338294993234,2013,27589.996,"Central and Southern Asia"
"NZL",1.45605548037889,2013,4453.851,"Oceania"
"OMN",2.09654939106901,2013,3833.913,"Northern Africa and Western Asia"
"PAK",3.59881596752368,2013,211073.9785,"Central and Southern Asia"
"PAN",2.48247631935047,2013,3825.3295,"Latin America and the Caribbean"
"PER",2.50262110960758,2013,29817.919,"Latin America and the Caribbean"
"PHL",2.80144925575101,2013,102076.336,"South-Eastern Asia"
"PNG",2.57404194857916,2013,8302.6975,"Oceania"
"POL",1.66975642760487,2013,38259.2625,"Europe and North America"
"PRK",3.12083897158322,2013,25329.4515,"Eastern Asia"
"PRT",1.77185385656292,2013,10458.2975,"Europe and North America"
"PRY",2.47209066305819,2013,5982.445,"Latin America and the Caribbean"
"QAT",1.32110960757781,2013,2032.641,"Northern Africa and Western Asia"
"ROU",1.85358592692828,2013,20062.921,"Europe and North America"
"RUS",3.40145737483085,2013,144604.0975,"Europe and North America"
"RWA",2.48787144790257,2013,11093.34,"Sub-Saharan Africa"
"SAU",2.34648173207037,2013,28026.8255,"Northern Africa and Western Asia"
"SDN",3.55740054127199,2013,37785.8485,"Northern Africa and Western Asia"
"SEN",2.42833829499323,2013,13710.849,"Sub-Saharan Africa"
"SGP",1.36082543978349,2013,5385.5885,"South-Eastern Asia"
"SLE",2.11241542625169,2013,6714.0515,"Sub-Saharan Africa"
"SLV",2.95040595399188,2013,6138.839,"Latin America and the Caribbean"
"SOM",3.54193369418133,2013,12869.5945,"Sub-Saharan Africa"
"SRB",2.22070365358593,2013,7276.1795,"Europe and North America"
"SSD",2.98717861975643,2013,11166.2755,"Sub-Saharan Africa"
"SVK",1.73832882273342,2013,5410.4215,"Europe and North America"
"SVN",1.34742895805142,2013,2056.4415,"Europe and North America"
"SWE",1.26275372124493,2013,9600.62,"Europe and North America"
"SWZ",2.65913396481732,2013,1129.99,"Sub-Saharan Africa"
"SYR",3.21642354533153,2013,21666.9175,"Northern Africa and Western Asia"
"TCD",2.68109472259811,2013,13691.0795,"Sub-Saharan Africa"
"TGO",2.34695534506089,2013,7285.442,"Sub-Saharan Africa"
"THA",2.99651691474966,2013,69845.1145,"South-Eastern Asia"
"TJK",2.50334235453315,2013,8216.7235,"Central and Southern Asia"
"TKM",2.69215155615697,2013,5939.341,"Central and Southern Asia"
"TLS",2.08125845737483,2013,1158.695,"South-Eastern Asia"
"TTO",2.90280784844384,2013,1412.653,"Latin America and the Caribbean"
"TUN",2.40385656292287,2013,11141.3605,"Northern Africa and Western Asia"
"TUR",2.70593910690122,2013,76403.031,"Northern Africa and Western Asia"
"TWN",1.54749661705007,2013,23416.8745,"Eastern Asia"
"TZA",2.31681326116373,2013,48824.1285,"Sub-Saharan Africa"
"UGA",2.68965358592693,2013,35337.042,"Sub-Saharan Africa"
"UKR",2.60131935047361,2013,46126.7695,"Europe and North America"
"URY",2.01343031123139,2013,3345.337,"Latin America and the Caribbean"
"USA",2.36061163734777,2013,320110.759,"Europe and North America"
"UZB",2.5527401894452,2013,29724.065,"Central and Southern Asia"
"VEN",2.84176184032476,2013,29912.198,"Latin America and the Caribbean"
"VNM",2.12405277401894,2013,90573.104,"South-Eastern Asia"
"YEM",2.85192286874154,2013,29312.952,"Northern Africa and Western Asia"
"ZAF",3.12689445196211,2013,54678.7915,"Sub-Saharan Africa"
"ZMB",2.27669147496617,2013,15398.997,"Sub-Saharan Africa"
"ZWE",2.61839242219215,2013,14013.8085,"Sub-Saharan Africa"
"AFG",3.5449702300406,2014,32792.523,"Central and Southern Asia"
"AGO",2.35871718538566,2014,27160.7695,"Sub-Saharan Africa"
"ALB",2.35365358592693,2014,2903.7495,"Europe and North America"
"ARE",1.83561163734777,2014,8236.8745,"Northern Africa and Western Asia"
"ARG",2.41539242219215,2014,43024.0715,"Latin America and the Caribbean"
"ARM",2.12100135317997,2014,2922.422,"Northern Africa and Western Asia"
"AUS",1.38958051420839,2014,23595.6005,"Oceania"
"AUT",1.37246278755074,2014,8547.8175,"Europe and North America"
"AZE",2.25592557510149,2014,9631.138,"Northern Africa and Western Asia"
"BDI",2.48057104194858,2014,10799.7855,"Sub-Saharan Africa"
"BEL",1.59698917456022,2014,11210.119,"Europe and North America"
"BEN",2.14763193504736,2014,11030.0035,"Sub-Saharan Africa"
"BFA",2.13653585926928,2014,18229.461,"Sub-Saharan Africa"
"BGD",2.60682273342355,2014,157964.9285,"Central and Southern Asia"
"BGR",2.03332205683356,2014,7223.4495,"Europe and North America"
"BHR",2.59264817320704,2014,1312.848,"Northern Africa and Western Asia"
"BIH",1.90490527740189,2014,3564.829,"Europe and North America"
"BLR",2.46001353179973,2014,9472.7075,"Europe and North America"
"BOL",2.27811231393775,2014,10848.8885,"Latin America and the Caribbean"
"BRA",2.94910284167794,2014,200085.127,"Latin America and the Caribbean"
"BTN",1.7644451962111,2014,733.1395,"Central and Southern Asia"
"BWA",2.36363328822733,2014,2172.044,"Sub-Saharan Africa"
"CAF",3.48516779431664,2014,4623.182,"Sub-Saharan Africa"
"CAN",1.33017591339648,2014,35634.2635,"Europe and North America"
"CHE",1.22655615696888,2014,8190.23549999999,"Europe and North America"
"CHL",1.94692151556157,2014,17864.195,"Latin America and the Caribbean"
"CHN",2.39302435723951,2014,1387951.972,"Eastern Asia"
"CIV",2.83900811907984,2014,24527.3955,"Sub-Saharan Africa"
"CMR",2.38304059539919,2014,22059.893,"Sub-Saharan Africa"
"COD",3.60126928281461,2014,78403.242,"Sub-Saharan Africa"
"COG",2.54167794316644,2014,4975.87999999999,"Sub-Saharan Africa"
"COL",3.05172395128552,2014,46565.4285,"Latin America and the Caribbean"
"CRI",2.07168470906631,2014,4767.119,"Latin America and the Caribbean"
"CUB",2.52205683355886,2014,11285.7755,"Latin America and the Caribbean"
"CYP",1.87290257104195,2014,1201.8005,"Northern Africa and Western Asia"
"CZE",1.59008795669824,2014,10517.2255,"Europe and North America"
"DEU",1.59644790257104,2014,81376.08,"Europe and North America"
"DJI",2.40460081190798,2014,1002.7175,"Sub-Saharan Africa"
"DNK",1.21187415426252,2014,5643.794,"Europe and North America"
"DOM",2.65016914749662,2014,10315.5275,"Latin America and the Caribbean"
"DZA",2.51618538565629,2014,39205.0305,"Northern Africa and Western Asia"
"ECU",2.45629228687415,2014,16035.1245,"Latin America and the Caribbean"
"EGY",3.17399052774019,2014,97528.654,"Northern Africa and Western Asia"
"ERI",3.14100135317997,2014,3095.1725,"Sub-Saharan Africa"
"ESP",1.86759133964817,2014,46720.1875,"Europe and North America"
"EST",1.79928958051421,2014,1314.452,"Europe and North America"
"ETH",2.6978349120433,2014,101115.6095,"Sub-Saharan Africa"
"FIN",1.25727334235453,2014,5461.684,"Europe and North America"
"FRA",1.79962787550744,2014,64692.4925,"Europe and North America"
"GAB",2.32472936400541,2014,1978.3995,"Sub-Saharan Africa"
"GBR",1.73700947225981,2014,64865.9165,"Europe and North America"
"GEO",2.38031123139378,2014,3792.9155,"Northern Africa and Western Asia"
"GHA",2.07939783491204,2014,28041.5925,"Sub-Saharan Africa"
"GIN",2.84216779431664,2014,11472.924,"Sub-Saharan Africa"
"GMB",2.57019621109608,2014,2164.528,"Sub-Saharan Africa"
"GNB",2.82527063599459,2014,1741.1225,"Sub-Saharan Africa"
"GNQ",2.06779431664411,2014,1399.8275,"Sub-Saharan Africa"
"GRC",2.27168470906631,2014,10893.1665,"Europe and North America"
"GTM",2.74237753721245,2014,15681.725,"Latin America and the Caribbean"
"GUY",2.79868064952639,2014,754.229,"Latin America and the Caribbean"
"HND",2.73524357239513,2014,9063.1225,"Latin America and the Caribbean"
"HRV",1.7382949932341,2014,4219.479,"Europe and North America"
"HTI",2.61326116373478,2014,10373.235,"Latin America and the Caribbean"
"HUN",1.54661705006766,2014,9862.842,"Europe and North America"
"IDN",2.16820027063599,2014,258877.399,"South-Eastern Asia"
"IND",2.6344100135318,2014,1312277.1915,"Central and Southern Asia"
"IRL",1.44945872801083,2014,4658.2385,"Europe and North America"
"IRN",2.6778849797023,2014,81502.0455,"Central and Southern Asia"
"IRQ",3.78197970230041,2014,36550.059,"Northern Africa and Western Asia"
"ISL",1.16177266576455,2014,327.5125,"Europe and North America"
"ISR",2.44930852503383,2014,7897.179,"Northern Africa and Western Asia"
"ITA",2.01928281461434,2014,60664.1715,"Europe and North America"
"JAM",2.75561569688769,2014,2793.749,"Latin America and the Caribbean"
"JOR",2.15801759133965,2014,8791.71049999999,"Northern Africa and Western Asia"
"JPN",1.23085250338295,2014,127486.6045,"Eastern Asia"
"KAZ",2.51163734776725,2014,17816.285,"Central and Southern Asia"
"KEN",3.04956292286874,2014,46051.4405,"Sub-Saharan Africa"
"KGZ",2.53344654939107,2014,5898.3195,"Central and Southern Asia"
"KHM",2.42008389715832,2014,15396.7715,"South-Eastern Asia"
"KOR",1.44766576454668,2014,50539.0555,"Eastern Asia"
"KWT",1.72121109607578,2014,3665.766,"Northern Africa and Western Asia"
"LAO",2.03937753721245,2014,6703.1715,"South-Eastern Asia"
"LBN",2.74263193504736,2014,6346.9905,"Northern Africa and Western Asia"
"LBR",2.26390392422192,2014,4564.2935,"Sub-Saharan Africa"
"LBY",2.80674695534506,2014,6427.2515,"Northern Africa and Western Asia"
"LKA",2.40203924221922,2014,21547.456,"Central and Southern Asia"
"LSO",2.32845060893099,2014,2080.089,"Sub-Saharan Africa"
"LTU",2.06674560216509,2014,2933.168,"Europe and North America"
"LVA",1.87198917456022,2014,1994.149,"Europe and North America"
"MAR",2.31862922868742,2014,34204.78,"Northern Africa and Western Asia"
"MDA",2.41843707713126,2014,3342.709,"Europe and North America"
"MDG",2.36616373477673,2014,24764.348,"Sub-Saharan Africa"
"MEX",3.39164140730717,2014,119784.261,"Latin America and the Caribbean"
"MKD",2.19742895805142,2014,1997.8335,"Europe and North America"
"MLI",2.85895534506089,2014,18020.2665,"Sub-Saharan Africa"
"MMR",2.6047699594046,2014,50681.6335,"South-Eastern Asia"
"MNE",2.16752368064953,2014,631.3755,"Europe and North America"
"MNG",2.15551420838972,2014,2913.0385,"Eastern Asia"
"MOZ",2.20716102841678,2014,25788.475,"Sub-Saharan Africa"
"MRT",2.40865358592693,2014,3848.5135,"Sub-Saharan Africa"
"MUS",1.99333558863329,2014,1292.0045,"Sub-Saharan Africa"
"MWI",2.00774695534506,2014,16621.538,"Sub-Saharan Africa"
"MYS",1.9875399188092,2014,30696.1365,"South-Eastern Asia"
"NAM",2.5271650879567,2014,2312.1385,"Sub-Saharan Africa"
"NER",2.42931935047361,2014,19215.909,"Sub-Saharan Africa"
"NGA",3.58854127198917,2014,185896.915,"Sub-Saharan Africa"
"NIC",2.28853179972936,2014,6066.4915,"Latin America and the Caribbean"
"NLD",1.45439783491204,2014,17030.0885,"Europe and North America"
"NOR",1.28267929634641,2014,5137.395,"Europe and North America"
"NPL",2.46684709066306,2014,27672.3695,"Central and Southern Asia"
"NZL",1.45236806495264,2014,4522.983,"Oceania"
"OMN",2.14533152909337,2014,4002.439,"Northern Africa and Western Asia"
"PAK",3.57053450608931,2014,214264.6465,"Central and Southern Asia"
"PAN",2.67956698240866,2014,3892.1005,"Latin America and the Caribbean"
"PER",2.59870771312585,2014,30115.826,"Latin America and the Caribbean"
"PHL",2.82086738836265,2014,103767.13,"South-Eastern Asia"
"PNG",2.42224898511502,2014,8523.44099999999,"Oceania"
"POL",1.65189445196211,2014,38265.113,"Europe and North America"
"PRK",3.12083897158322,2014,25451.2615,"Eastern Asia"
"PRT",1.68433694181326,2014,10406.1985,"Europe and North America"
"PRY",2.47608254397835,2014,6069.811,"Latin America and the Caribbean"
"QAT",1.32625169147497,2014,2218.372,"Northern Africa and Western Asia"
"ROU",1.86014884979702,2014,19968.174,"Europe and North America"
"RUS",3.34921380243572,2014,144925.638,"Europe and North America"
"RWA",2.49655209742896,2014,11364.757,"Sub-Saharan Africa"
"SAU",2.05690121786198,2014,28998.1285,"Northern Africa and Western Asia"
"SDN",3.73718132611637,2014,38823.318,"Northern Africa and Western Asia"
"SEN",2.31419756427605,2014,14152.1015,"Sub-Saharan Africa"
"SGP",1.37269959404601,2014,5457.9,"South-Eastern Asia"
"SLE",1.98910690121786,2014,6876.385,"Sub-Saharan Africa"
"SLV",2.88426928281461,2014,6162.955,"Latin America and the Caribbean"
"SOM",3.46317591339648,2014,13339.491,"Sub-Saharan Africa"
"SRB",2.04702300405954,2014,7227.2025,"Europe and North America"
"SSD",3.43688903924222,2014,11235.0725,"Sub-Saharan Africa"
"SVK",1.63457374830853,2014,5415.2305,"Europe and North America"
"SVN",1.31163734776725,2014,2058.4005,"Europe and North America"
"SWE",1.23602841677943,2014,9696.4335,"Europe and North America"
"SWZ",2.64766576454669,2014,1136.299,"Sub-Saharan Africa"
"SYR",3.24756427604871,2014,20273.659,"Northern Africa and Western Asia"
"TCD",2.6043802435724,2014,14188.6785,"Sub-Saharan Africa"
"TGO",2.42631935047361,2014,7472.4505,"Sub-Saharan Africa"
"THA",3.15689851150203,2014,70216.3665,"South-Eastern Asia"
"TJK",2.56673883626522,2014,8425.552,"Central and Southern Asia"
"TKM",2.66508795669824,2014,6075.283,"Central and Southern Asia"
"TLS",2.21045331529093,2014,1181.9035,"South-Eastern Asia"
"TTO",2.83068335588633,2014,1421.1315,"Latin America and the Caribbean"
"TUN",2.51128822733424,2014,11274.288,"Northern Africa and Western Asia"
"TUR",2.80554533152909,2014,78036.154,"Northern Africa and Western Asia"
"TWN",1.53795669824087,2014,23472.8155,"Eastern Asia"
"TZA",2.32452638700947,2014,50351.5115,"Sub-Saharan Africa"
"UGA",2.56677266576455,2014,36395.5385,"Sub-Saharan Africa"
"UKR",2.78311907983762,2014,45972.3805,"Europe and North America"
"URY",2.08748308525034,2014,3356.3345,"Latin America and the Caribbean"
"USA",2.37877807848444,2014,323115.377,"Europe and North America"
"UZB",2.54367388362652,2014,30222.9935,"Central and Southern Asia"
"VEN",3.01054803788904,2014,30254.079,"Latin America and the Caribbean"
"VNM",2.19918809201624,2014,91679.578,"South-Eastern Asia"
"YEM",2.78737618403248,2014,30226.309,"Northern Africa and Western Asia"
"ZAF",3.126150202977,2014,55594.8385,"Sub-Saharan Africa"
"ZMB",2.29502706359946,2014,15895.315,"Sub-Saharan Africa"
"ZWE",2.75219891745602,2014,14207.3585,"Sub-Saharan Africa"
"AFG",3.72271041948579,2015,33831.7635,"Central and Southern Asia"
"AGO",2.28281461434371,2015,28157.798,"Sub-Saharan Africa"
"ALB",2.21180649526387,2015,2898.632,"Europe and North America"
"ARE",1.99291880920162,2015,8674.633,"Northern Africa and Western Asia"
"ARG",2.58748308525034,2015,43477.012,"Latin America and the Caribbean"
"ARM",2.13561569688769,2015,2921.1775,"Northern Africa and Western Asia"
"AUS",1.48998646820027,2015,23948.002,"Oceania"
"AUT",1.34695534506089,2015,8644.0385,"Europe and North America"
"AZE",2.19030040595399,2015,9752.85,"Northern Africa and Western Asia"
"BDI",2.56599052774019,2015,11047.58,"Sub-Saharan Africa"
"BEL",1.74597428958051,2015,11275.3345,"Europe and North America"
"BEN",2.21529093369418,2015,11360.681,"Sub-Saharan Africa"
"BFA",2.50866035182679,2015,18777.487,"Sub-Saharan Africa"
"BGD",2.44934641407307,2015,159383.179,"Central and Southern Asia"
"BGR",2.05537889039242,2015,7177.517,"Europe and North America"
"BHR",2.77326387009472,2015,1369.65,"Northern Africa and Western Asia"
"BIH",2.01820027063599,2015,3518.5405,"Europe and North America"
"BLR",2.50595399188092,2015,9487.293,"Europe and North America"
"BOL",2.28623139377537,2015,11014.705,"Latin America and the Caribbean"
"BRA",3.07289580514208,2015,201675.532,"Latin America and the Caribbean"
"BTN",1.72510148849797,2015,740.618,"Central and Southern Asia"
"BWA",2.1968200270636,2015,2203.273,"Sub-Saharan Africa"
"CAF",3.67061299052774,2015,4629.3205,"Sub-Saharan Africa"
"CAN",1.3605548037889,2015,35962.234,"Europe and North America"
"CHE",1.28234100135318,2015,8283.93399999999,"Europe and North America"
"CHL",2.06870771312585,2015,18047.6255,"Latin America and the Caribbean"
"CHN",2.46315967523681,2015,1396134.1735,"Eastern Asia"
"CIV",2.65169418132612,2015,25246.3425,"Sub-Saharan Africa"
"CMR",2.58935859269283,2015,22763.4145,"Sub-Saharan Africa"
"COD",3.72695263870095,2015,81035.531,"Sub-Saharan Africa"
"COG",2.6830852503383,2015,5097.5805,"Sub-Saharan Africa"
"COL",3.16147767253045,2015,46969.9405,"Latin America and the Caribbean"
"CRI",2.0979702300406,2015,4818.0385,"Latin America and the Caribbean"
"CUB",2.53815967523681,2015,11275.0645,"Latin America and the Caribbean"
"CYP",1.62892422192152,2015,1219.5015,"Northern Africa and Western Asia"
"CZE",1.5989851150203,2015,10524.4165,"Europe and North America"
"DEU",1.56397158322057,2015,82077.5505,"Europe and North America"
"DJI",2.43584844384303,2015,1020.313,"Sub-Saharan Africa"
"DNK",1.21065629228687,2015,5683.701,"Europe and North America"
"DOM",2.59773342354533,2015,10434.829,"Latin America and the Caribbean"
"DZA",2.35493098782138,2015,40019.529,"Northern Africa and Western Asia"
"ECU",2.38704330175913,2015,16266.225,"Latin America and the Caribbean"
"EGY",3.14390933694181,2015,99597.342,"Northern Africa and Western Asia"
"ERI",3.05845737483085,2015,3105.546,"Sub-Saharan Africa"
"ESP",1.83667117726658,2015,46683.686,"Europe and North America"
"EST",1.77516914749662,2015,1314.576,"Europe and North America"
"ETH",2.65032746955345,2015,103867.1345,"Sub-Saharan Africa"
"FIN",1.27050067658999,2015,5479.7175,"Europe and North America"
"FRA",1.82902571041949,2015,64916.336,"Europe and North America"
"GAB",2.39397834912043,2015,2040.9895,"Sub-Saharan Africa"
"GBR",1.65263870094723,2015,65382.11,"Europe and North America"
"GEO",2.08447225981055,2015,3791.5725,"Northern Africa and Western Asia"
"GHA",2.0004397834912,2015,28696.0675,"Sub-Saharan Africa"
"GIN",2.71856562922869,2015,11767.07,"Sub-Saharan Africa"
"GMB",2.57019621109608,2015,2224.529,"Sub-Saharan Africa"
"GNB",2.45811907983762,2015,1786.4565,"Sub-Saharan Africa"
"GNQ",2.09316644113667,2015,1453.923,"Sub-Saharan Africa"
"GRC",2.05010148849797,2015,10820.9025,"Europe and North America"
"GTM",2.66676860622463,2015,15971.743,"Latin America and the Caribbean"
"GUY",2.87787550744249,2015,758.781,"Latin America and the Caribbean"
"HND",2.80564276048714,2015,9237.30500000001,"Latin America and the Caribbean"
"HRV",1.68403247631935,2015,4183.7285,"Europe and North America"
"HTI",2.68802435723951,2015,10523.2415,"Latin America and the Caribbean"
"HUN",1.73761840324763,2015,9839.211,"Europe and North America"
"IDN",2.01796346414073,2015,261799.249,"South-Eastern Asia"
"IND",2.57633558863329,2015,1328024.4975,"Central and Southern Asia"
"IRL",1.5739851150203,2015,4702.487,"Europe and North America"
"IRN",2.80912719891746,2015,82619.362,"Central and Southern Asia"
"IRQ",3.83576454668471,2015,37560.5345,"Northern Africa and Western Asia"
"ISL",1.16102841677943,2015,330.9515,"Europe and North America"
"ISR",2.5178700947226,2015,8052.90849999999,"Northern Africa and Western Asia"
"ITA",2.09347090663058,2015,60575.316,"Europe and North America"
"JAM",2.7128552097429,2015,2802.534,"Latin America and the Caribbean"
"JOR",2.13819350473613,2015,9544.729,"Northern Africa and Western Asia"
"JPN",1.28724627875507,2015,127275.8725,"Eastern Asia"
"KAZ",2.42682679296346,2015,18084.169,"Central and Southern Asia"
"KEN",3.0115101488498,2015,47088.526,"Sub-Saharan Africa"
"KGZ",2.44677537212449,2015,6001.882,"Central and Southern Asia"
"KHM",2.58368335588633,2015,15623.2505,"South-Eastern Asia"
"KOR",1.46982408660352,2015,50983.9115,"Eastern Asia"
"KWT",1.80290933694181,2015,3834.454,"Northern Africa and Western Asia"
"LAO",2.03937753721245,2015,6801.6455,"South-Eastern Asia"
"LBN",2.74943437077131,2015,6472.469,"Northern Africa and Western Asia"
"LBR",2.36796346414073,2015,4659.431,"Sub-Saharan Africa"
"LBY",2.98515561569689,2015,6531.8195,"Northern Africa and Western Asia"
"LKA",2.28585926928282,2015,21729.9715,"Central and Southern Asia"
"LSO",2.32753721244926,2015,2104.6115,"Sub-Saharan Africa"
"LTU",1.9963802435724,2015,2905.764,"Europe and North America"
"LVA",1.79820703653586,2015,1977.867,"Europe and North America"
"MAR",2.33314208389716,2015,34607.5885,"Northern Africa and Western Asia"
"MDA",2.33602841677943,2015,3287.1645,"Europe and North America"
"MDG",2.14570365358593,2015,25426.7025,"Sub-Saharan Africa"
"MEX",3.36216238159675,2015,121072.306,"Latin America and the Caribbean"
"MKD",2.18497970230041,2015,1980.366,"Europe and North America"
"MLI",2.80676048714479,2015,18593.022,"Sub-Saharan Africa"
"MMR",2.52867658998647,2015,51089.0555,"South-Eastern Asia"
"MNE",2.17770635994587,2015,628.145,"Europe and North America"
"MNG",2.22655615696888,2015,2976.5255,"Eastern Asia"
"MOZ",2.32414749661705,2015,26547.5725,"Sub-Saharan Africa"
"MRT",2.34325710419486,2015,3965.9585,"Sub-Saharan Africa"
"MUS",2.01160351826793,2015,1292.2755,"Sub-Saharan Africa"
"MWI",1.97899188092016,2015,17085.587,"Sub-Saharan Africa"
"MYS",2.00925845737483,2015,31232.7975,"South-Eastern Asia"
"NAM",2.50402571041949,2015,2374.2995,"Sub-Saharan Africa"
"NER",2.53270230040595,2015,19939.498,"Sub-Saharan Africa"
