"iso3","gpi","Year","pop","area"
"LBY",2.11089309878214,2010,6497.839,"Northern Africa and Western Asia"
"LKA",2.60598240866035,2010,20879.089,"Central and Southern Asia"
"LSO",2.34851150202977,2010,1996.251,"Sub-Saharan Africa"
"LTU",2.03264546684709,2010,3097.7195,"Europe and North America"
"LVA",2.21491880920162,2010,2097.831,"Europe and North America"
"MAR",2.24042625169147,2010,32467.0155,"Northern Africa and Western Asia"
"MDA",2.34174560216509,2010,3631.9915,"Europe and North America"
"MDG",2.30070365358593,2010,22183.3405,"Sub-Saharan Africa"
"MEX",2.94265764546685,2010,113623.895,"Latin America and the Caribbean"
"MKD",2.15426251691475,2010,2051.505,"Europe and North America"
"MLI",2.70609878213802,2010,15945.198,"Sub-Saharan Africa"
"MMR",2.57774830852503,2010,49024.382,"South-Eastern Asia"
"MNE",2.37970230040595,2010,632.0885,"Europe and North America"
"MNG",2.55487144790257,2010,2701.732,"Eastern Asia"
"MOZ",2.18856562922869,2010,22999.235,"Sub-Saharan Africa"
"MRT",2.53970906630582,2010,3390.9645,"Sub-Saharan Africa"
"MUS",2.20798376184033,2010,1282.7095,"Sub-Saharan Africa"
"MWI",2.13115696887686,2010,14826.463,"Sub-Saharan Africa"
"MYS",1.91248308525034,2010,28655.7765,"South-Eastern Asia"
"NAM",2.46190798376184,2010,2109.8105,"Sub-Saharan Africa"
"NER",2.48328146143437,2010,16548.8345,"Sub-Saharan Africa"
"NGA",3.31684573748309,2010,166642.8855,"Sub-Saharan Africa"
"NIC",2.24035859269283,2010,5737.45,"Latin America and the Caribbean"
"NLD",1.42970230040595,2010,16771.235,"Europe and North America"
"NOR",1.33315290933694,2010,4889.162,"Europe and North America"
"NPL",2.41203247631935,2010,27341.9525,"Central and Southern Asia"
"NZL",1.47767253044655,2010,4347.7705,"Oceania"
"OMN",1.79377537212449,2010,2757.446,"Northern Africa and Western Asia"
"PAK",3.15427740189445,2010,199239.047,"Central and Southern Asia"
"PAN",2.53927604871448,2010,3628.535,"Latin America and the Caribbean"
"PER",2.36124763193505,2010,29086.0195,"Latin America and the Caribbean"
"PHL",2.70394316644114,2010,96337.125,"South-Eastern Asia"
"PNG",2.49181326116374,2010,7633.523,"Oceania"
"POL",1.65077807848444,2010,38095.3515,"Europe and North America"
"PRK",3.04912043301759,2010,24987.2585,"Eastern Asia"
"PRT",1.57611637347767,2010,10578.66,"Europe and North America"
"PRY",2.59776725304465,2010,5737.9715,"Latin America and the Caribbean"
"QAT",1.40554803788904,2010,1709.2295,"Northern Africa and Western Asia"
"ROU",2.00284167794317,2010,20432.574,"Europe and North America"
"RUS",3.46484303112314,2010,143934.4655,"Europe and North America"
"RWA",2.24738430311231,2010,10317.5535,"Sub-Saharan Africa"
"SAU",2.57326387009472,2010,25157.1285,"Northern Africa and Western Asia"
"SDN",3.25756698240866,2010,35414.3995,"Northern Africa and Western Asia"
"SEN",2.35392422192152,2010,12635.4125,"Sub-Saharan Africa"
"SGP",1.3213802435724,2010,5077.014,"South-Eastern Asia"
"SLE",2.18183355886333,2010,6222.714,"Sub-Saharan Africa"
"SLV",2.909100135318,2010,6068.2495,"Latin America and the Caribbean"
"SOM",3.44286738836265,2010,12261.7565,"Sub-Saharan Africa"
"SRB",2.24279431664411,2010,7395.8645,"Europe and North America"
"SVK",1.70784844384303,2010,5391.851,"Europe and North America"
"SVN",1.33068335588633,2010,2044.612,"Europe and North America"
"SWE",1.27019621109608,2010,9378.232,"Europe and North America"
"SWZ",2.72452638700947,2010,1111.65,"Sub-Saharan Africa"
"SYR",2.52448173207037,2010,22482.4205,"Northern Africa and Western Asia"
"TCD",3.01319215155616,2010,12312.575,"Sub-Saharan Africa"
"TGO",2.28335588633288,2010,6732.59,"Sub-Saharan Africa"
"THA",2.96986062246279,2010,68579.4475,"South-Eastern Asia"
"TJK",2.47916102841678,2010,7652.1405,"Central and Southern Asia"
"TKM",2.73545331529093,2010,5564.356,"Central and Southern Asia"
"TLS",2.07425575101489,2010,1084.6795,"South-Eastern Asia"
"TTO",2.90818673883627,2010,1386.654,"Latin America and the Caribbean"
"TUN",2.33646820027064,2010,10765.98,"Northern Africa and Western Asia"
"TUR",2.78499594046008,2010,73346.769,"Northern Africa and Western Asia"
"TWN",1.59851150202977,2010,23224.049,"Eastern Asia"
"TZA",2.18348037889039,2010,44758.4875,"Sub-Saharan Africa"
"UGA",2.76491745602165,2010,32390.8015,"Sub-Saharan Africa"
"UKR",2.62391745602165,2010,46456.0025,"Europe and North America"
"URY",1.97574424898512,2010,3318.58,"Latin America and the Caribbean"
"USA",2.54736129905277,2010,311062.79,"Europe and North America"
"UZB",2.54208389715832,2010,28385.5065,"Central and Southern Asia"
"VEN",2.86676184032476,2010,28813.101,"Latin America and the Caribbean"
"VNM",2.08146143437077,2010,87455.1515,"South-Eastern Asia"
"YEM",2.89823410013532,2010,26754.387,"Northern Africa and Western Asia"
"ZAF",3.10818673883627,2010,52344.051,"Sub-Saharan Africa"
"ZMB",2.24749661705007,2010,13965.594,"Sub-Saharan Africa"
"ZWE",2.86142354533153,2010,13356.5475,"Sub-Saharan Africa"
"AFG",3.26674424898512,2011,29347.708,"Central and Southern Asia"
"AGO",2.44657645466847,2011,24218.3515,"Sub-Saharan Africa"
"ALB",2.22154939106901,2011,2911.504,"Europe and North America"
"ARE",1.73872395128552,2011,7199.4235,"Northern Africa and Western Asia"
"ARG",2.55815290933694,2011,41730.6605,"Latin America and the Caribbean"
"ARM",2.20764546684709,2011,2923.2705,"Northern Africa and Western Asia"
"AUS",1.52797699594046,2011,22479.775,"Oceania"
"AUT",1.56505412719892,2011,8393.27,"Europe and North America"
"AZE",2.19200947225981,2011,9256.15,"Northern Africa and Western Asia"
"BDI",2.5534600811908,2011,9717.978,"Sub-Saharan Africa"
"BEL",1.68166441136671,2011,11038.6315,"Europe and North America"
"BEN",2.21160351826793,2011,10093.6235,"Sub-Saharan Africa"
"BFA",2.00087956698241,2011,16661.908,"Sub-Saharan Africa"
"BGD",2.67838294993234,2011,153591.0755,"Central and Southern Asia"
"BGR",1.95947225981055,2011,7380.025,"Europe and North America"
"BHR",2.7063599458728,2011,1206.728,"Northern Africa and Western Asia"
"BIH",1.94800405953992,2011,3741.7975,"Europe and North America"
"BLR",2.63159675236807,2011,9472.73500000001,"Europe and North America"
"BOL",2.21417456021651,2011,10348.929,"Latin America and the Caribbean"
"BRA",2.69146414073072,2011,195284.7345,"Latin America and the Caribbean"
"BTN",2.02212449255751,2011,709.377,"Central and Southern Asia"
"BWA",2.41792963464141,2011,2073.5345,"Sub-Saharan Africa"
"CAF",2.9494898511502,2011,4565.0215,"Sub-Saharan Africa"
"CAN",1.3559201623816,2011,34555.4525,"Europe and North America"
"CHE",1.31397158322057,2011,7914.3715,"Europe and North America"
"CHL",2.00889715832206,2011,17351.8155,"Latin America and the Caribbean"
"CHN",2.45968064952639,2011,1360250.6645,"Eastern Asia"
"CIV",2.86825710419486,2011,22981.9995,"Sub-Saharan Africa"
"CMR",2.46458051420839,2011,20232.3035,"Sub-Saharan Africa"
"COD",3.33898240866035,2011,70849.3115,"Sub-Saharan Africa"
"COG",2.54972936400541,2011,4609.724,"Sub-Saharan Africa"
"COL",3.1054451962111,2011,45259.614,"Latin America and the Caribbean"
"CRI",2.03450608930988,2011,4609.833,"Latin America and the Caribbean"
"CUB",2.50541271989175,2011,11301.571,"Latin America and the Caribbean"
"CYP",1.7297699594046,2011,1146.4925,"Northern Africa and Western Asia"
"CZE",1.61106224627876,2011,10495.511,"Europe and North America"
"DEU",1.6174898511502,2011,80857.8735,"Europe and North America"
"DJI",2.20174830852503,2011,948.5575,"Sub-Saharan Africa"
"DNK",1.29462110960758,2011,5570.849,"Europe and North America"
"DOM",2.79279431664411,2011,9945.6215,"Latin America and the Caribbean"
"DZA",2.54573612990528,2011,36903.3755,"Northern Africa and Western Asia"
"ECU",2.51988092016238,2011,15326.2265,"Latin America and the Caribbean"
"EGY",2.7061799729364,2011,91093.059,"Northern Africa and Western Asia"
"ERI",3.11880920162382,2011,2998.485,"Sub-Saharan Africa"
"ESP",1.88653585926928,2011,46998.0425,"Europe and North America"
"EST",1.81701623815968,2011,1327.3575,"Europe and North America"
"ETH",2.55146549391069,2011,93149.97,"Sub-Saharan Africa"
"FIN",1.29891745602165,2011,5388.241,"Europe and North America"
"FRA",1.46410690121786,2011,63733.777,"Europe and North America"
"GAB",2.45642760487145,2011,1781.9845,"Sub-Saharan Africa"
"GBR",1.76376860622463,2011,63509.2855,"Europe and North America"
"GEO",2.74183626522327,2011,3868.724,"Northern Africa and Western Asia"
"GHA",2.05377807848444,2011,26095.088,"Sub-Saharan Africa"
"GIN",2.96927604871448,2011,10656.81,"Sub-Saharan Africa"
"GMB",2.3994248985115,2011,1983.7835,"Sub-Saharan Africa"
"GNB",2.69756427604871,2011,1608.0765,"Sub-Saharan Africa"
"GNQ",2.16082543978349,2011,1241.8355,"Sub-Saharan Africa"
"GRC",2.2255751014885,2011,11108.8435,"Europe and North America"
"GTM",2.79758728010825,2011,14792.1255,"Latin America and the Caribbean"
"GUY",2.81443437077131,2011,746.153,"Latin America and the Caribbean"
"HND",2.97461028416779,2011,8540.583,"Latin America and the Caribbean"
"HRV",1.70781461434371,2011,4280.824,"Europe and North America"
"HTI",2.45246955345061,2011,9914.9035,"Latin America and the Caribbean"
"HUN",1.5458051420839,2011,9946.6765,"Europe and North America"
"IDN",2.1995602165088,2011,249470.032,"South-Eastern Asia"
"IND",2.51405548037889,2011,1261224.9545,"Central and Southern Asia"
"IRL",1.55399188092016,2011,4579.6025,"Europe and North America"
"IRN",3.02459269282815,2011,78383.5985000001,"Central and Southern Asia"
"IRQ",3.84736129905277,2011,32161.4235,"Northern Africa and Western Asia"
"ISL",1.19600811907984,2011,319.137,"Europe and North America"
"ISR",2.63335047361299,2011,7471.0225,"Northern Africa and Western Asia"
"ITA",2.07936400541272,2011,60367.8795,"Europe and North America"
"JAM",2.9176251691475,2011,2760.4935,"Latin America and the Caribbean"
"JOR",2.22587956698241,2011,7480.424,"Northern Africa and Western Asia"
"JPN",1.22719891745602,2011,128096.4325,"Eastern Asia"
"KAZ",2.66904600811908,2011,17066.0025,"Central and Southern Asia"
"KEN",2.86570635994587,2011,42758.461,"Sub-Saharan Africa"
"KGZ",2.57529364005413,2011,5594.535,"Central and Southern Asia"
"KHM",2.59120433017591,2011,14722.584,"South-Eastern Asia"
"KOR",1.6543301759134,2011,49127.6435,"Eastern Asia"
"KWT",1.69641407307172,2011,3132.8145,"Northern Africa and Western Asia"
"LAO",2.03937753721245,2011,6426.59,"South-Eastern Asia"
"LBN",2.36670094722598,2011,5096.0205,"Northern Africa and Western Asia"
"LBR",2.28910690121786,2011,4221.1785,"Sub-Saharan Africa"
"LBY",2.71982408660352,2011,6343.203,"Northern Africa and Western Asia"
"LKA",2.63345196211096,2011,21009.048,"Central and Southern Asia"
"LSO",2.340899864682,2011,2014.009,"Sub-Saharan Africa"
"LTU",2.05571718538566,2011,3028.6415,"Europe and North America"
"LVA",2.24137347767253,2011,2059.9415,"Europe and North America"
"MAR",2.48213802435724,2011,32912.5875,"Northern Africa and Western Asia"
"MDA",2.42513531799729,2011,3557.266,"Europe and North America"
"MDG",2.34461434370771,2011,22822.2995,"Sub-Saharan Africa"
"MEX",3.25399729364005,2011,115243.5035,"Latin America and the Caribbean"
"MKD",2.15602165087957,2011,2040.4455,"Europe and North America"
"MLI",2.39891610284168,2011,16469.0485,"Sub-Saharan Africa"
"MMR",2.56003788903924,2011,49419.82,"South-Eastern Asia"
"MNE",2.43159675236807,2011,632.6875,"Europe and North America"
"MNG",2.38978349120433,2011,2745.1805,"Eastern Asia"
"MOZ",2.21102841677943,2011,23649.039,"Sub-Saharan Africa"
"MRT",2.54091610284168,2011,3502.8115,"Sub-Saharan Africa"
"MUS",2.23951285520974,2011,1286.267,"Sub-Saharan Africa"
"MWI",1.88230717185386,2011,15265.0225,"Sub-Saharan Africa"
"MYS",1.83900541271989,2011,29162.039,"South-Eastern Asia"
"NAM",2.48071718538566,2011,2146.325,"Sub-Saharan Africa"
"NER",2.38443166441137,2011,17176.283,"Sub-Saharan Africa"
"NGA",3.38941948579161,2011,171379.5975,"Sub-Saharan Africa"
"NIC",2.32016238159675,2011,5819.051,"Latin America and the Caribbean"
"NLD",1.47347767253045,2011,16851.057,"Europe and North America"
"NOR",1.32608254397835,2011,4952.968,"Europe and North America"
"NPL",2.72979296346414,2011,27464.494,"Central and Southern Asia"
"NZL",1.50416102841678,2011,4382.7005,"Oceania"
"OMN",2.1043301759134,2011,3076.763,"Northern Africa and Western Asia"
"PAK",3.30984709066306,2011,203746.0645,"Central and Southern Asia"
"PAN",2.42212449255751,2011,3693.5045,"Latin America and the Caribbean"
"PER",2.44286738836265,2011,29304.0855,"Latin America and the Caribbean"
"PHL",2.83305277401894,2011,98248.6145,"South-Eastern Asia"
"PNG",2.59384303112314,2011,7859.346,"Oceania"
"POL",1.65937077131258,2011,38208.6425,"Europe and North America"
"PRK",3.15060893098782,2011,25097.8735,"Eastern Asia"
"PRT",1.61823410013532,2011,10557.0525,"Europe and North America"
"PRY",2.46123139377537,2011,5814.62599999999,"Latin America and the Caribbean"
"QAT",1.38795669824087,2011,1810.95,"Northern Africa and Western Asia"
"ROU",1.92401894451962,2011,20282.011,"Europe and North America"
"RUS",3.4329350473613,2011,144043.7485,"Europe and North America"
"RWA",2.25337212449256,2011,10573.733,"Sub-Saharan Africa"
"SAU",2.66030717185386,2011,26105.645,"Northern Africa and Western Asia"
"SDN",3.32912855209743,2011,36140.806,"Northern Africa and Western Asia"
"SEN",2.49769959404601,2011,12958.8965,"Sub-Saharan Africa"
"SGP",1.3845399188092,2011,5182.239,"South-Eastern Asia"
"SLE",2.08616373477673,2011,6387.251,"Sub-Saharan Africa"
"SLV",2.92391745602165,2011,6090.127,"Latin America and the Caribbean"
"SOM",3.23074560216509,2011,12348.83,"Sub-Saharan Africa"
"SRB",2.25744248985115,2011,7364.8585,"Europe and North America"
"SVK",1.71349797023004,2011,5398.1085,"Europe and North America"
"SVN",1.34106901217862,2011,2048.804,"Europe and North America"
"SWE",1.28119079837618,2011,9449.259,"Europe and North America"
"SWZ",2.80818673883627,2011,1117.8335,"Sub-Saharan Africa"
"SYR",2.54887280108254,2011,22878.098,"Northern Africa and Western Asia"
"TCD",2.84854803788904,2011,12754.997,"Sub-Saharan Africa"
"TGO",2.28335588633288,2011,6916.474,"Sub-Saharan Africa"
"THA",3.04359133964817,2011,69007.208,"South-Eastern Asia"
"TJK",2.41149120433018,2011,7824.7855,"Central and Southern Asia"
"TKM",2.69905277401894,2011,5683.417,"Central and Southern Asia"
"TLS",2.06231393775372,2011,1110.2075,"South-Eastern Asia"
"TTO",2.91701623815968,2011,1394.983,"Latin America and the Caribbean"
"TUN",2.25872801082544,2011,10886.0355,"Northern Africa and Western Asia"
"TUR",2.80169688768606,2011,74215.203,"Northern Africa and Western Asia"
"TWN",1.56860622462788,2011,23273.0765,"Eastern Asia"
"TZA",2.09684303112314,2011,46029.367,"Sub-Saharan Africa"
"UGA",2.74438700947226,2011,33354.5435,"Sub-Saharan Africa"
"UKR",2.53129228687415,2011,46307.8535,"Europe and North America"
"URY",1.91207713125846,2011,3326.8245,"Latin America and the Caribbean"
"USA",2.40157916102842,2011,314105.078,"Europe and North America"
"UZB",2.57428958051421,2011,28823.1955,"Central and Southern Asia"
"VEN",2.83293234100135,2011,29185.2115,"Latin America and the Caribbean"
"VNM",2.15365358592693,2011,88468.314,"South-Eastern Asia"
"YEM",3.11377401894452,2011,27582.8975,"Northern Africa and Western Asia"
"ZAF",3.04052774018945,2011,52995.205,"Sub-Saharan Africa"
"ZMB",2.32165087956698,2011,14437.7955,"Sub-Saharan Africa"
"ZWE",2.69528687415426,2011,13595.424,"Sub-Saharan Africa"
"AFG",3.38299458728011,2012,30560.034,"Central and Southern Asia"
"AGO",2.26288227334235,2012,25177.394,"Sub-Saharan Africa"
"ALB",2.32205683355886,2012,2910.004,"Europe and North America"
"ARE",1.79041542625169,2012,7497.1185,"Northern Africa and Western Asia"
"ARG",2.46343031123139,2012,42161.7215,"Latin America and the Caribbean"
"ARM",2.18450608930988,2012,2922.5275,"Northern Africa and Western Asia"
"AUS",1.58741542625169,2012,22852.644,"Oceania"
"AUT",1.5095399188092,2012,8431.601,"Europe and North America"
"AZE",2.25268876860622,2012,9376.18050000001,"Northern Africa and Western Asia"
"BDI",2.61063193504736,2012,10071.0275,"Sub-Saharan Africa"
"BEL",1.6825101488498,2012,11107.518,"Europe and North America"
"BEN",2.18541948579161,2012,10397.657,"Sub-Saharan Africa"
"BFA",2.03640054127199,2012,17172.287,"Sub-Saharan Africa"
"BGD",2.69587280108254,2012,155070.1015,"Central and Southern Asia"
"BGR",1.97151556156969,2012,7317.0135,"Europe and North America"
"BHR",2.41423139377537,2012,1216.303,"Northern Africa and Western Asia"
"BIH",1.95182679296346,2012,3670.1135,"Europe and North America"
"BLR",2.51096075778079,2012,9463.07650000001,"Europe and North America"
"BOL",2.32987144790257,2012,10515.807,"Latin America and the Caribbean"
"BRA",2.69708389715832,2012,196876.1115,"Latin America and the Caribbean"
"BTN",1.71346414073072,2012,717.2795,"Central and Southern Asia"
"BWA",2.22168470906631,2012,2108.6165,"Sub-Saharan Africa"
"CAF",3.11145196211096,2012,4610.848,"Sub-Saharan Africa"
"CAN",1.34563599458728,2012,34922.516,"Europe and North America"
"CHE",1.248849797023,2012,7998.9265,"Europe and North America"
"CHL",1.90832205683356,2012,17519.119,"Latin America and the Caribbean"
"CHN",2.45210284167794,2012,1369520.8645,"Eastern Asia"
"CIV",2.85538159675237,2012,23467.078,"Sub-Saharan Africa"
"CMR",2.43562246278755,2012,20809.529,"Sub-Saharan Africa"
"COD",3.5732801082544,2012,73254.6185,"Sub-Saharan Africa"
"COG",2.48207036535859,2012,4740.45,"Sub-Saharan Africa"
"COL",3.16373748308525,2012,45715.81,"Latin America and the Caribbean"
"CRI",1.9537550744249,2012,4663.9335,"Latin America and the Caribbean"
"CUB",2.48741542625169,2012,11303.1755,"Latin America and the Caribbean"
"CYP",1.65666441136671,2012,1165.397,"Northern Africa and Western Asia"
"CZE",1.60879566982409,2012,10507.335,"Europe and North America"
"DEU",1.61312584573748,2012,80916.3905,"Europe and North America"
"DJI",2.26940730717185,2012,966.7475,"Sub-Saharan Africa"
"DNK",1.2212449255751,2012,5591.9165,"Europe and North America"
"DOM",2.74492557510149,2012,10070.411,"Latin America and the Caribbean"
"DZA",2.6604451962111,2012,37646.166,"Northern Africa and Western Asia"
"ECU",2.4908552097429,2012,15572.194,"Latin America and the Caribbean"
"EGY",3.22577131258457,2012,93161.0015,"Northern Africa and Western Asia"
"ERI",3.11447902571042,2012,3036.9885,"Sub-Saharan Africa"
"ESP",1.82801082543978,2012,47018.3225,"Europe and North America"
"EST",1.86177266576455,2012,1322.616,"Europe and North America"
"ETH",2.64057104194858,2012,95798.767,"Sub-Saharan Africa"
"FIN",1.29475642760487,2012,5413.9715,"Europe and North America"
"FRA",1.54238836265223,2012,64058.4655,"Europe and North America"
"GAB",2.32110960757781,2012,1846.8895,"Sub-Saharan Africa"
"GBR",1.71867388362652,2012,63960.484,"Europe and North America"
"GEO",2.66626116373478,2012,3839.208,"Northern Africa and Western Asia"
"GHA",2.12350067658999,2012,26734.2685,"Sub-Saharan Africa"
"GIN",2.61676184032476,2012,10921.5805,"Sub-Saharan Africa"
"GMB",2.3994248985115,2012,2043.0945,"Sub-Saharan Africa"
"GNB",2.55872801082544,2012,1651.4165,"Sub-Saharan Africa"
"GNQ",2.24539918809202,2012,1293.483,"Sub-Saharan Africa"
"GRC",2.26931664411367,2012,11048.2975,"Europe and North America"
"GTM",2.79190798376184,2012,15089.6465,"Latin America and the Caribbean"
"GUY",2.67390663058187,2012,746.2885,"Latin America and the Caribbean"
"HND",2.83594316644114,2012,8715.0765,"Latin America and the Caribbean"
"HRV",1.74289580514208,2012,4259.2365,"Europe and North America"
"HTI",2.45145466847091,2012,10069.7705,"Latin America and the Caribbean"
"HUN",1.55128552097429,2012,9916.62300000001,"Europe and North America"
"IDN",2.1222598105548,2012,252698.525,"South-Eastern Asia"
"IND",2.5503802435724,2012,1278674.5025,"Central and Southern Asia"
"IRL",1.4846752368065,2012,4600.132,"Europe and North America"
"IRN",2.92638971583221,2012,79370.5795,"Central and Southern Asia"
"IRQ",3.96485656292287,2012,33654.8425,"Northern Africa and Western Asia"
"ISL",1.18609607577808,2012,320.8405,"Europe and North America"
"ISR",2.52772395128552,2012,7607.7805,"Northern Africa and Western Asia"
"ITA",1.98731393775372,2012,60531.515,"Europe and North America"
"JAM",2.98437077131258,2012,2772.43,"Latin America and the Caribbean"
"JOR",2.21309201623816,2012,7587.1275,"Northern Africa and Western Asia"
"JPN",1.28985115020298,2012,127928.285,"Eastern Asia"
"KAZ",2.59533152909337,2012,17306.106,"Central and Southern Asia"
"KEN",2.8385899864682,2012,43888.303,"Sub-Saharan Africa"
"KGZ",2.97715426251691,2012,5696.519,"Central and Southern Asia"
"KHM",2.49799323410013,2012,14945.0855,"South-Eastern Asia"
"KOR",1.42378213802436,2012,49599.5795,"Eastern Asia"
"KWT",1.74133964817321,2012,3337.025,"Northern Africa and Western Asia"
"LAO",2.03937753721245,2012,6518.978,"South-Eastern Asia"
"LBN",2.31228958051421,2012,5235.742,"Northern Africa and Western Asia"
"LBR",2.25541271989175,2012,4373.0435,"Sub-Saharan Africa"
"LBY",2.7257198917456,2012,6179.3275,"Northern Africa and Western Asia"
"LKA",2.56254533152909,2012,21169.458,"Central and Southern Asia"
"LSO",2.34181326116374,2012,2034.3545,"Sub-Saharan Africa"
"LTU",2.06945196211096,2012,2988.3295,"Europe and North America"
"LVA",2.24029093369418,2012,2034.6335,"Europe and North America"
"MAR",2.48104465493911,2012,33355.2415,"Northern Africa and Western Asia"
"MDA",2.46505412719892,2012,3482.6265,"Europe and North America"
"MDG",2.11447225981055,2012,23462.438,"Sub-Saharan Africa"
"MEX",3.4133802435724,2012,116818.2085,"Latin America and the Caribbean"
"MKD",2.16461434370771,2012,2027.2885,"Europe and North America"
"MLI",2.42879161028417,2012,16957.0325,"Sub-Saharan Africa"
"MMR",2.61682408660352,2012,49837.446,"South-Eastern Asia"
"MNE",2.19803788903924,2012,633.54,"Europe and North America"
"MNG",2.40757780784844,2012,2795.459,"Eastern Asia"
"MOZ",2.15615696887686,2012,24337.8465,"Sub-Saharan Africa"
"MRT",2.56716779431664,2012,3619.034,"Sub-Saharan Africa"
"MUS",2.24445196211096,2012,1289.17,"Sub-Saharan Africa"
"MWI",2.22939783491204,2012,15709.577,"Sub-Saharan Africa"
"MYS",1.89025710419486,2012,29662.831,"South-Eastern Asia"
"NAM",2.44621109607578,2012,2194.654,"Sub-Saharan Africa"
"NER",2.4795602165088,2012,17836.7695,"Sub-Saharan Africa"
"NGA",3.56113531799729,2012,176200.6245,"Sub-Saharan Africa"
"NIC",2.35074424898511,2012,5901.2865,"Latin America and the Caribbean"
"NLD",1.46082543978349,2012,16915.1935,"Europe and North America"
"NOR",1.39096752368065,2012,5018.4575,"Europe and North America"
"NPL",2.45303382949932,2012,27534.915,"Central and Southern Asia"
"NZL",1.46167117726658,2012,4411.6765,"Oceania"
"OMN",2.16265223274696,2012,3547.1055,"Northern Africa and Western Asia"
"PAK",3.45091339648173,2012,207667.1245,"Central and Southern Asia"
"PAN",2.52486468200271,2012,3759.2555,"Latin America and the Caribbean"
"PER",2.48972124492558,2012,29550.366,"Latin America and the Caribbean"
"PHL",2.83482814614344,2012,100175.5125,"South-Eastern Asia"
"PNG",2.57851826792963,2012,8081.39,"Oceania"
"POL",1.66366711772666,2012,38247.8675,"Europe and North America"
"PRK",3.01529093369418,2012,25211.728,"Eastern Asia"
"PRT",1.6144451962111,2012,10513.15,"Europe and North America"
"PRY",2.57205683355886,2012,5897.008,"Latin America and the Caribbean"
"QAT",1.29401217861976,2012,1907.117,"Northern Africa and Western Asia"
"ROU",1.87848443843031,2012,20158.4525,"Europe and North America"
"RUS",3.39245331529093,2012,144291.029,"Europe and North America"
"RWA",2.38750608930988,2012,10829.901,"Sub-Saharan Africa"
"SAU",2.62701894451962,2012,27062.4425,"Northern Africa and Western Asia"
"SDN",3.4827550744249,2012,36923.178,"Northern Africa and Western Asia"
"SEN",2.43544248985115,2012,13310.4945,"Sub-Saharan Africa"
"SGP",1.36891069012179,2012,5293.3395,"South-Eastern Asia"
"SLE",2.15686738836265,2012,6551.08,"Sub-Saharan Africa"
"SLV",2.96035182679296,2012,6113.975,"Latin America and the Caribbean"
"SOM",3.45399052774019,2012,12461.1605,"Sub-Saharan Africa"
"SRB",2.22036535859269,2012,7324.623,"Europe and North America"
"SSD",2.95258592692828,2012,10756.24,"Sub-Saharan Africa"
"SVK",1.73640054127199,2012,5404.871,"Europe and North America"
"SVN",1.34824086603518,2012,2053.321,"Europe and North America"
"SWE",1.28058186738836,2012,9519.4865,"Europe and North America"
"SWZ",2.74702300405954,2012,1123.8635,"Sub-Saharan Africa"
"SYR",2.72139918809202,2012,22759.7625,"Northern Africa and Western Asia"
"TCD",2.97540866035183,2012,13210.998,"Sub-Saharan Africa"
"TGO",2.27929634641407,2012,7100.736,"Sub-Saharan Africa"
"THA",3.12452774018945,2012,69436.098,"South-Eastern Asia"
"TJK",2.47594046008119,2012,8014.084,"Central and Southern Asia"
"TKM",2.70081190798376,2012,5808.5455,"Central and Southern Asia"
"TLS",2.07750338294993,2012,1134.885,"South-Eastern Asia"
"TTO",2.89813937753721,2012,1403.809,"Latin America and the Caribbean"
"TUN",2.76664411366712,2012,11009.6465,"Northern Africa and Western Asia"
"TUR",2.71055345060893,2012,75197.1985,"Northern Africa and Western Asia"
"TWN",1.57307171853857,2012,23345.961,"Eastern Asia"
"TZA",2.3066197564276,2012,47374.2605,"Sub-Saharan Africa"
"UGA",2.73985385656292,2012,34337.4375,"Sub-Saharan Africa"
"UKR",2.46119756427605,2012,46210.056,"Europe and North America"
"URY",2.00943843031123,2012,3335.401,"Latin America and the Caribbean"
"USA",2.39109201623816,2012,317115.3545,"Europe and North America"
"UZB",2.56708389715832,2012,29261.903,"Central and Southern Asia"
"VEN",2.77329093369418,2012,29553.8265,"Latin America and the Caribbean"
"VNM",2.30111637347767,2012,89510.3555,"South-Eastern Asia"
"YEM",3.08327334235453,2012,28433.6475,"Northern Africa and Western Asia"
"ZAF",3.0515899864682,2012,53782.5665,"Sub-Saharan Africa"
"ZMB",2.49157645466847,2012,14913.629,"Sub-Saharan Africa"
"ZWE",2.62343301759134,2012,13817.887,"Sub-Saharan Africa"
"AFG",3.63678349120433,2013,31622.704,"Central and Southern Asia"
"AGO",2.38354803788904,2013,26165.62,"Sub-Saharan Africa"
"ALB",2.33907307171854,2013,2907.5725,"Europe and North America"
"ARE",1.77295940460081,2013,7831.847,"Northern Africa and Western Asia"
"ARG",2.52638700947226,2013,42582.4555,"Latin America and the Caribbean"
"ARM",2.27637618403248,2013,2922.518,"Northern Africa and Western Asia"
"AUS",1.52581190798376,2013,23236.2705,"Oceania"
"AUT",1.37648849797023,2013,8481.4065,"Europe and North America"
"AZE",2.31901759133965,2013,9504.40899999999,"Northern Africa and Western Asia"
"BDI",2.63188362652233,2013,10439.3405,"Sub-Saharan Africa"
"BEL",1.59709066305819,2013,11160.276,"Europe and North America"
"BEN",2.21924898511502,2013,10708.8335,"Sub-Saharan Africa"
"BFA",2.3307848443843,2013,17695.409,"Sub-Saharan Africa"
"BGD",2.70987821380244,2013,156532.1405,"Central and Southern Asia"
"BGR",2.04648173207037,2013,7264.5995,"Europe and North America"
